name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
frogs,MFCCs_14,7195,0.3009,1.0,-0.5904,0.5757,-0.0394,-0.0512,0.1529,0.3709,0.0927,0.0859,0.1748,0.0088,0.8444,0.0143,0.6968,0.0176,0.8729,8.5232,0.0
frogs,MFCCs_14,7195,0.2516,1.0,-0.5904,0.5757,-0.0403,-0.0516,0.1517,0.3792,0.15,0.0834,0.1684,0.001,0.8423,0.0193,0.6899,0.0238,0.8666,8.5914,0.0
frogs,MFCCs_14,7195,0.2029,1.0,-0.5904,0.5757,-0.0384,-0.0512,0.1533,0.3743,0.0878,0.0849,0.1737,0.0008,0.8439,0.0178,0.6915,0.0219,0.8676,8.6543,0.0
frogs,MFCCs_14,7195,0.1508,1.0,-0.5904,0.5757,-0.0376,-0.0499,0.1523,0.3721,0.1075,0.0846,0.1718,0.0013,0.844,0.0286,0.6905,0.0374,0.8671,8.7177,0.0
frogs,MFCCs_14,7195,0.1017,1.0,-0.5904,0.5757,-0.0402,-0.0517,0.1526,0.4027,0.1507,0.084,0.1695,0.0035,0.8433,0.0205,0.6899,0.0253,0.8664,8.7738,0.0
frogs,MFCCs_14,7195,0.0474,1.0,-0.5904,0.5757,-0.0391,-0.0506,0.1524,0.3802,0.133,0.0846,0.1719,0.0049,0.8439,0.0184,0.6918,0.0227,0.8683,8.8326,0.0
frogs,MFCCs_7,7195,0.5085,1.0,-0.539,1.0,-0.0036,-0.0531,0.1688,1.2633,1.7465,0.0941,0.2087,0.0365,0.8133,0.0313,0.5437,0.0372,0.743,8.1708,0.0
frogs,MFCCs_7,7195,0.4543,1.0,-0.3659,0.9351,0.0001,-0.0534,0.1726,1.2633,1.4082,0.0931,0.2098,0.0167,0.8159,0.028,0.5399,0.033,0.7397,8.2754,0.0
frogs,MFCCs_7,7195,0.4011,1.0,-0.539,1.0,-0.0001,-0.0499,0.1711,1.2094,1.4304,0.0968,0.2125,0.0298,0.8104,0.0449,0.5419,0.0569,0.7423,8.3685,0.0
frogs,MFCCs_7,7195,0.3514,1.0,-0.539,1.0,-0.0047,-0.0536,0.1676,1.2225,1.4276,0.0935,0.2082,0.0361,0.8081,0.0333,0.5383,0.0416,0.7381,8.4483,0.0
frogs,MFCCs_7,7195,0.3009,1.0,-0.3827,1.0,-0.0003,-0.0529,0.1727,1.2631,1.4951,0.0948,0.2126,0.0273,0.8191,0.0411,0.5441,0.0519,0.7447,8.5232,0.0
frogs,MFCCs_7,7195,0.2516,1.0,-0.539,1.0,-0.0042,-0.0561,0.1713,1.2838,1.6043,0.0928,0.209,0.0319,0.8136,0.0433,0.5364,0.0563,0.7348,8.5914,0.0
frogs,MFCCs_7,7195,0.2029,1.0,-0.3827,1.0,-0.0,-0.0521,0.1723,1.2395,1.4157,0.0955,0.2134,0.0134,0.816,0.0349,0.5404,0.0429,0.7411,8.6543,0.0
frogs,MFCCs_7,7195,0.1508,1.0,-0.539,1.0,-0.0004,-0.0524,0.1718,1.2364,1.4164,0.0957,0.2139,0.0235,0.8152,0.0446,0.545,0.057,0.7456,8.7177,0.0
frogs,MFCCs_7,7195,0.1017,1.0,-0.539,1.0,-0.0019,-0.0525,0.1703,1.2423,1.4746,0.0947,0.2107,0.0354,0.8111,0.0383,0.5373,0.048,0.7365,8.7738,0.0
frogs,MFCCs_7,7195,0.0474,1.0,-0.539,1.0,-0.0012,-0.0527,0.1716,1.2409,1.4367,0.0948,0.2114,0.0239,0.8116,0.0399,0.5394,0.0505,0.7396,8.8326,0.0
frogs,MFCCs_20,7195,0.5085,1.0,-0.3356,0.3583,-0.054,-0.0563,0.0939,0.4228,0.3116,0.059,0.1196,0.0025,0.8056,0.0413,0.6237,0.0444,0.817,8.1708,0.0
frogs,MFCCs_20,7195,0.4543,1.0,-0.3273,0.4678,-0.0533,-0.0542,0.0931,0.3933,0.2777,0.0596,0.1211,0.0405,0.8018,0.0513,0.6189,0.0731,0.8127,8.2754,0.0
frogs,MFCCs_20,7195,0.4011,1.0,-0.3609,0.4678,-0.0516,-0.0533,0.0947,0.3719,0.2136,0.061,0.122,0.0053,0.8083,0.0473,0.6274,0.0605,0.82,8.3685,0.0
frogs,MFCCs_20,7195,0.3514,1.0,-0.3616,0.3061,-0.0523,-0.0534,0.0941,0.3351,-0.0436,0.0606,0.1237,0.0366,0.8091,0.0509,0.6293,0.0613,0.8229,8.4483,0.0
frogs,MFCCs_20,7195,0.3009,1.0,-0.3616,0.3061,-0.0529,-0.0549,0.0934,0.3544,0.0615,0.0591,0.1203,0.0172,0.8062,0.0481,0.6245,0.061,0.8194,8.5232,0.0
frogs,MFCCs_20,7195,0.2516,1.0,-0.3616,0.3583,-0.0538,-0.0556,0.0937,0.3459,0.1187,0.0594,0.1207,0.02,0.8071,0.0461,0.6251,0.0572,0.8191,8.5914,0.0
frogs,MFCCs_20,7195,0.2029,1.0,-0.3609,0.4678,-0.0529,-0.0549,0.0947,0.3846,0.2048,0.0605,0.1228,0.023,0.8107,0.0525,0.6303,0.064,0.8239,8.6543,0.0
frogs,MFCCs_20,7195,0.1508,1.0,-0.3616,0.4678,-0.0534,-0.0551,0.0936,0.363,0.1777,0.0599,0.1225,0.0366,0.8033,0.0515,0.622,0.0624,0.8161,8.7177,0.0
frogs,MFCCs_20,7195,0.1017,1.0,-0.3616,0.4678,-0.0531,-0.0549,0.0943,0.3798,0.2167,0.0601,0.1224,0.0255,0.8082,0.0467,0.6267,0.055,0.82,8.7738,0.0
frogs,MFCCs_20,7195,0.0474,1.0,-0.3616,0.4678,-0.0535,-0.0555,0.0942,0.3764,0.1778,0.06,0.1224,0.0227,0.8083,0.0501,0.6268,0.0602,0.8203,8.8326,0.0
frogs,MFCCs_3,7195,0.5085,0.9785,-0.4117,1.0,0.3107,0.2753,0.2593,0.6548,0.2164,0.1443,0.2889,0.0151,0.7449,0.0078,0.5467,0.0028,0.7148,8.0762,0.0
frogs,MFCCs_3,7195,0.4543,0.9773,-0.436,1.0,0.3103,0.2806,0.261,0.6365,0.2359,0.1441,0.2873,0.0259,0.7575,0.0001,0.556,0.0148,0.7244,8.1722,0.0
frogs,MFCCs_3,7195,0.4011,0.9749,-0.436,1.0,0.3123,0.2761,0.266,0.6383,0.2012,0.1461,0.2933,0.0106,0.752,0.0171,0.5559,0.012,0.7264,8.2498,0.0
frogs,MFCCs_3,7195,0.3514,0.9781,-0.4118,1.0,0.3123,0.2757,0.2616,0.6447,0.2011,0.1439,0.2889,0.0101,0.7591,0.0072,0.5614,0.0045,0.7345,8.346,0.0
frogs,MFCCs_3,7195,0.3009,0.9773,-0.436,1.0,0.3119,0.278,0.2628,0.6316,0.192,0.1451,0.291,0.0206,0.7539,0.0083,0.556,0.0028,0.7262,8.4147,0.0
frogs,MFCCs_3,7195,0.2516,0.9759,-0.436,1.0,0.3103,0.2721,0.2636,0.652,0.2261,0.1452,0.2932,0.0247,0.7548,0.0019,0.5585,0.0114,0.7284,8.4728,0.0
frogs,MFCCs_3,7195,0.2029,0.9763,-0.436,1.0,0.3119,0.276,0.2638,0.6278,0.1794,0.1466,0.2934,0.0264,0.7581,0.0103,0.5607,0.0006,0.7316,8.5368,0.0
frogs,MFCCs_3,7195,0.1508,0.9774,-0.436,1.0,0.3101,0.2744,0.2628,0.6399,0.1957,0.146,0.2929,0.0233,0.7569,0.0036,0.5554,0.0094,0.7255,8.6054,0.0
frogs,MFCCs_3,7195,0.1017,0.9757,-0.436,1.0,0.3116,0.2762,0.263,0.646,0.2345,0.145,0.2902,0.0221,0.7554,0.0106,0.5567,0.0007,0.7271,8.6501,0.0
frogs,MFCCs_3,7195,0.0474,0.9762,-0.436,1.0,0.3108,0.2744,0.2642,0.6435,0.1953,0.1465,0.2939,0.0218,0.7554,0.0084,0.5556,0.0026,0.7256,8.7106,0.0
german,Duration,1000,0.517,0.058,4.0,72.0,20.4783,18.0,12.0593,1.1887,1.2525,6.0,12.0,0.0788,0.6336,0.0405,0.4728,0.0574,0.6314,2.6028,0.1241
german,Duration,1000,0.437,0.0533,4.0,60.0,20.4707,18.0,11.6768,1.006,0.5176,6.0,12.0,0.0352,0.6002,0.0128,0.4575,0.0181,0.6146,2.6229,0.1029
german,Duration,1000,0.393,0.0461,4.0,60.0,20.5733,18.0,11.6032,1.0106,0.6275,6.0,12.0,0.0387,0.5963,0.0273,0.4295,0.0407,0.5794,2.5599,0.1262
german,Duration,1000,0.38,0.05,4.0,72.0,21.2758,18.0,12.325,1.1118,1.0502,6.0,12.0,0.0469,0.6199,0.04,0.4685,0.0564,0.6317,2.6205,0.1021
german,Duration,1000,0.31,0.0435,4.0,72.0,20.8058,18.0,12.0206,1.0633,0.7922,6.0,12.0,0.0484,0.6188,0.0336,0.4656,0.0492,0.6249,2.5793,0.1098
german,Duration,1000,0.259,0.0405,4.0,72.0,20.9528,18.0,12.2333,1.0837,0.8313,6.0,12.0,0.043,0.6128,0.024,0.4585,0.0349,0.6179,2.5955,0.1103
german,Duration,1000,0.205,0.0415,4.0,72.0,20.727,18.0,12.1374,1.1612,1.1125,6.0,12.0,0.0457,0.6119,0.0252,0.4563,0.0352,0.6157,2.6116,0.0908
german,Duration,1000,0.182,0.0379,4.0,72.0,21.0098,18.0,12.3166,1.1283,0.9233,6.0,12.0,0.0464,0.6441,0.0354,0.4681,0.0519,0.6289,2.6191,0.1035
german,Duration,1000,0.102,0.0367,4.0,72.0,20.8608,18.0,12.022,1.0861,0.9108,6.0,12.0,0.0251,0.6101,0.0218,0.4606,0.0315,0.6183,2.6265,0.0912
german,Duration,1000,0.053,0.0338,4.0,72.0,20.9567,18.0,12.1403,1.1107,0.9254,6.0,12.0,0.0256,0.631,0.0177,0.47,0.0257,0.6298,2.6113,0.0974
german,Credit_amount,1000,0.517,0.9545,250.0,18424.0,3117.6791,2221.0,2696.1324,2.1373,5.6533,990.0,2542.5,0.0089,0.6336,0.0149,0.4728,0.0231,0.6314,6.1158,0.0
german,Credit_amount,1000,0.437,0.9485,276.0,15945.0,3359.2451,2329.0,2901.6957,1.7941,3.2553,1136.0,2776.0,0.0459,0.6002,0.0386,0.4575,0.0557,0.6146,6.26,0.0
german,Credit_amount,1000,0.393,0.9423,276.0,15857.0,3177.0659,2302.0,2621.7642,1.9437,4.4108,1074.0,2551.0,0.0641,0.5963,0.021,0.4295,0.0327,0.5794,6.3269,0.0
german,Credit_amount,1000,0.38,0.9677,276.0,15857.0,3360.9306,2347.0,2884.742,1.845,3.4921,1139.0,2780.5,0.0043,0.6199,0.0099,0.4685,0.0153,0.6317,6.3842,0.0
german,Credit_amount,1000,0.31,0.9522,276.0,15945.0,3313.3493,2301.5,2915.2971,1.9006,3.7145,1097.0,2669.0,0.0259,0.6188,0.004,0.4656,0.0066,0.6249,6.4696,0.0
german,Credit_amount,1000,0.259,0.9406,276.0,15945.0,3264.0756,2302.0,2774.1182,1.8614,3.6775,1096.0,2607.0,0.0332,0.6128,0.0141,0.4585,0.0218,0.6179,6.5243,0.0
german,Credit_amount,1000,0.205,0.9258,276.0,18424.0,3218.2038,2246.0,2808.998,1.991,4.5662,1077.0,2621.5,0.0243,0.6119,0.0126,0.4563,0.0194,0.6157,6.5735,0.0
german,Credit_amount,1000,0.182,0.9291,250.0,18424.0,3307.4743,2328.0,2796.6748,1.8719,4.0373,1106.0,2770.0,0.0173,0.6441,0.0119,0.4681,0.0177,0.6289,6.6054,0.0
german,Credit_amount,1000,0.102,0.9265,250.0,18424.0,3227.5345,2319.5,2761.2259,1.9752,4.5705,1102.5,2597.25,0.0487,0.6101,0.0284,0.4606,0.0424,0.6183,6.6954,0.0
german,Credit_amount,1000,0.053,0.9197,250.0,18424.0,3283.3601,2325.0,2821.4855,1.9289,4.1528,1101.0,2613.0,0.0351,0.631,0.0194,0.47,0.0294,0.6298,6.7393,0.0
house,GarageArea,501,0.509,0.5894,0.0,1220.0,472.0854,480.0,201.9791,0.2943,1.1902,103.0,239.5,0.0272,0.8877,0.0016,0.7161,0.0019,0.8333,4.7191,0.002
house,GarageArea,501,0.475,0.6046,0.0,1220.0,469.5133,480.0,202.7977,0.2526,1.1192,112.0,250.0,0.0087,0.8756,0.0043,0.7162,0.0052,0.8323,4.7668,0.0016
house,GarageArea,501,0.4032,0.5652,0.0,1184.0,487.7926,480.0,210.8388,0.1612,0.4432,108.0,211.0,0.004,0.866,0.0003,0.7029,0.0121,0.8162,4.821,0.0015
house,GarageArea,501,0.3513,0.5662,0.0,1220.0,485.2892,480.0,207.405,0.254,0.3188,128.0,252.0,0.0098,0.8702,0.0105,0.7267,0.006,0.8442,4.8984,0.0013
house,GarageArea,501,0.2914,0.5268,0.0,1220.0,470.1155,472.0,200.5692,0.2486,0.8367,112.0,240.0,0.0035,0.8823,0.0135,0.7259,0.0167,0.843,4.8979,0.0014
house,GarageArea,501,0.2295,0.5155,0.0,1220.0,480.886,480.0,195.6756,0.3333,0.9286,99.0,217.5,0.0003,0.8658,0.0005,0.7116,0.0006,0.8289,4.9274,0.0012
house,GarageArea,501,0.1896,0.5074,0.0,1220.0,476.9384,479.5,205.539,0.2949,0.674,114.0,239.5,0.0086,0.8815,0.0029,0.7295,0.0033,0.8462,4.9639,0.0012
house,GarageArea,501,0.1776,0.4976,0.0,1220.0,486.1214,484.0,195.6405,0.3074,0.8257,98.5,216.0,0.0014,0.8724,0.0065,0.7071,0.0096,0.8247,4.9664,0.0012
house,GarageArea,501,0.0958,0.4901,0.0,1220.0,477.5497,480.0,201.9014,0.2309,0.726,100.0,224.0,0.0143,0.8864,0.0032,0.7301,0.0041,0.8477,5.0102,0.001
house,GarageArea,501,0.0479,0.4675,0.0,1220.0,474.1992,480.0,198.9378,0.1633,0.5983,100.0,226.0,0.002,0.8786,0.0097,0.7213,0.0118,0.839,5.0073,0.0011
house,KitchenAbvGr,501,0.509,0.0081,1.0,2.0,1.0366,1.0,0.1877,4.9367,22.3713,0.0,0.0,0.0085,0.3119,0.0014,0.2479,0.0015,0.2809,0.1569,34.7561
house,KitchenAbvGr,501,0.475,0.0076,1.0,2.0,1.0646,1.0,0.2459,3.5411,10.5397,0.0,0.0,0.0021,0.3523,0.0006,0.2879,0.0007,0.3261,0.2395,32.6521
house,KitchenAbvGr,501,0.4032,0.0067,1.0,2.0,1.0435,1.0,0.2039,4.4772,18.0455,0.0,0.0,0.0074,0.3908,0.001,0.3027,0.0012,0.3214,0.1788,34.2391
house,KitchenAbvGr,501,0.3513,0.0062,1.0,2.0,1.04,1.0,0.196,4.6949,20.0417,0.0,0.0,0.0033,0.3361,0.0041,0.2581,0.005,0.2745,0.1679,34.5
house,KitchenAbvGr,501,0.2914,0.0056,1.0,2.0,1.0394,1.0,0.1946,4.7327,20.3982,0.0,0.0,0.0022,0.3201,0.006,0.2595,0.0061,0.2766,0.1661,34.5423
house,KitchenAbvGr,501,0.2295,0.0052,1.0,2.0,1.0363,1.0,0.187,4.9608,22.6091,0.0,0.0,0.0066,0.3734,0.0031,0.2695,0.0036,0.2846,0.1559,34.7798
house,KitchenAbvGr,501,0.1896,0.0049,1.0,2.0,1.0394,1.0,0.1946,4.7346,20.416,0.0,0.0,0.0029,0.3594,0.0019,0.2761,0.002,0.2922,0.1661,34.5443
house,KitchenAbvGr,501,0.1776,0.0049,1.0,2.0,1.0437,1.0,0.2044,4.4648,17.9346,0.0,0.0,0.0013,0.3166,0.0021,0.2549,0.0021,0.2753,0.1795,34.2233
house,KitchenAbvGr,501,0.0958,0.0044,1.0,2.0,1.0486,1.0,0.215,4.2002,15.642,0.0,0.0,0.0033,0.3504,0.0017,0.2776,0.0018,0.2938,0.1943,33.8576
house,KitchenAbvGr,501,0.0479,0.0042,1.0,2.0,1.0419,1.0,0.2004,4.571,18.8938,0.0,0.0,0.006,0.3317,0.0028,0.2619,0.0029,0.2773,0.174,34.3553
house,GarageCars,501,0.509,0.0203,0.0,5.0,1.7602,2.0,0.7181,-0.0037,1.4043,0.0,1.0,0.0279,0.8877,0.002,0.7161,0.0022,0.8333,1.0545,4.6586
house,GarageCars,501,0.475,0.019,0.0,5.0,1.7414,2.0,0.7255,0.019,1.1905,0.0,1.0,0.0235,0.8756,0.0123,0.7162,0.0129,0.8323,1.0699,4.4657
house,GarageCars,501,0.4032,0.0167,0.0,5.0,1.8094,2.0,0.7454,-0.1124,0.8758,0.0,1.0,0.0173,0.866,0.0135,0.7029,0.0142,0.8162,1.0972,4.6216
house,GarageCars,501,0.3513,0.0123,0.0,3.0,1.7908,2.0,0.7142,-0.1771,-0.1819,0.0,1.0,0.0167,0.8702,0.0094,0.7267,0.0097,0.8442,1.076,6.3326
house,GarageCars,501,0.2914,0.0141,0.0,5.0,1.7606,2.0,0.7212,-0.0563,0.8852,0.0,1.0,0.023,0.8823,0.0046,0.7259,0.0046,0.843,1.0702,4.4461
house,GarageCars,501,0.2295,0.013,0.0,5.0,1.7927,2.0,0.7005,-0.006,0.8709,0.0,1.0,0.0178,0.8658,0.0049,0.7116,0.0058,0.8289,1.0453,4.7231
house,GarageCars,501,0.1896,0.0123,0.0,5.0,1.7808,2.0,0.7319,-0.0483,0.593,0.0,1.0,0.0172,0.8815,0.0063,0.7295,0.0073,0.8462,1.0898,4.6829
house,GarageCars,501,0.1776,0.0121,0.0,5.0,1.8131,2.0,0.6873,-0.0538,0.9852,0.0,1.0,0.0026,0.8724,0.0049,0.7071,0.0063,0.8247,1.025,4.7316
house,GarageCars,501,0.0958,0.011,0.0,5.0,1.7792,2.0,0.7186,-0.1083,0.6959,0.0,1.0,0.0024,0.8864,0.0017,0.7301,0.0018,0.8477,1.0699,4.6921
house,GarageCars,501,0.0479,0.0084,0.0,3.0,1.7652,2.0,0.7,-0.3008,0.0658,0.0,1.0,0.007,0.8786,0.0028,0.7213,0.0029,0.839,1.0519,6.3014
house,YearRemodAdd,501,0.509,0.2114,1950.0,2010.0,1984.7439,1995.0,20.4874,-0.5048,-1.2649,12.0,37.0,0.001,0.5811,0.0012,0.6068,0.001,0.6779,3.5741,0.0297
house,YearRemodAdd,501,0.475,0.1977,1950.0,2009.0,1982.7224,1987.0,20.5762,-0.3201,-1.4235,17.0,38.0,0.0034,0.6077,0.0049,0.641,0.0143,0.7067,3.6115,0.03
house,YearRemodAdd,501,0.4032,0.194,1950.0,2009.0,1986.0569,1996.0,20.3333,-0.5821,-1.1899,11.0,36.5,0.0013,0.5903,0.0006,0.6228,0.0007,0.6923,3.6429,0.0243
house,YearRemodAdd,501,0.3513,0.1815,1950.0,2010.0,1986.08,1996.0,20.0788,-0.5689,-1.1692,11.0,35.0,0.0078,0.5483,0.0115,0.5672,0.0138,0.6426,3.6642,0.0238
house,YearRemodAdd,501,0.2914,0.1634,1950.0,2009.0,1985.3352,1995.0,20.309,-0.545,-1.2324,11.0,37.0,0.0,0.5972,0.0041,0.5993,0.0051,0.6735,3.6511,0.0253
house,YearRemodAdd,501,0.2295,0.1528,1950.0,2010.0,1985.4145,1995.5,20.6374,-0.5117,-1.2973,11.5,38.0,0.0088,0.6187,0.001,0.6362,0.0049,0.7024,3.6272,0.0248
house,YearRemodAdd,501,0.1896,0.1453,1950.0,2010.0,1985.8424,1995.0,20.2557,-0.5684,-1.2099,11.0,37.0,0.0037,0.5789,0.0008,0.601,0.0008,0.679,3.6879,0.0166
house,YearRemodAdd,501,0.1776,0.1432,1950.0,2010.0,1985.3641,1995.0,20.2567,-0.557,-1.2042,11.0,35.0,0.0018,0.5951,0.0013,0.6102,0.0016,0.687,3.6737,0.0167
house,YearRemodAdd,501,0.0958,0.1325,1950.0,2010.0,1985.6358,1996.0,20.4281,-0.5626,-1.217,11.0,37.0,0.0001,0.5795,0.0031,0.6086,0.0038,0.6796,3.6644,0.0171
house,YearRemodAdd,501,0.0479,0.1258,1950.0,2010.0,1985.5472,1995.0,20.2094,-0.5552,-1.208,11.0,37.0,0.0003,0.5961,0.0026,0.6091,0.0031,0.6877,3.6953,0.0176
house,GarageYrBlt,501,0.509,0.3252,1896.0,2009.0,1976.7535,1978.1371,25.5141,-0.8357,0.2882,19.8629,38.0,0.0057,0.8184,0.0132,0.7935,0.0178,0.8604,4.1019,0.0107
house,GarageYrBlt,501,0.475,0.3118,1900.0,2009.0,1975.8841,1978.0,24.6461,-0.6054,-0.2803,20.0,38.5,0.0042,0.8063,0.0072,0.7971,0.0086,0.8612,4.1484,0.0104
house,GarageYrBlt,501,0.4032,0.2776,1896.0,2009.0,1978.0361,1978.1371,25.1531,-0.7215,-0.1391,20.8629,41.0,0.001,0.8305,0.0056,0.8224,0.0098,0.8847,4.1124,0.0106
house,GarageYrBlt,501,0.3513,0.2615,1900.0,2010.0,1977.2781,1978.1371,24.9034,-0.6402,-0.3297,19.8629,40.0,0.0139,0.8025,0.0069,0.8123,0.0085,0.8718,4.1621,0.0103
house,GarageYrBlt,501,0.2914,0.2394,1896.0,2009.0,1977.1688,1978.1371,24.9569,-0.6995,-0.1591,19.8629,39.5,0.0013,0.8077,0.0117,0.8091,0.0143,0.8626,4.1224,0.0107
house,GarageYrBlt,501,0.2295,0.2176,1900.0,2010.0,1978.32,1978.1371,24.9824,-0.6864,-0.2429,20.8629,41.75,0.0011,0.8251,0.0013,0.8333,0.0029,0.887,4.1053,0.0112
house,GarageYrBlt,501,0.1896,0.2192,1896.0,2010.0,1977.1701,1978.1371,25.197,-0.6354,-0.2965,20.8629,43.0,0.0004,0.8112,0.0033,0.8167,0.0098,0.8738,4.171,0.01
house,GarageYrBlt,501,0.1776,0.216,1896.0,2010.0,1977.3143,1978.1371,25.199,-0.7053,-0.1555,20.8629,41.0,0.0044,0.8217,0.0004,0.8213,0.0007,0.8785,4.1683,0.01
house,GarageYrBlt,501,0.0958,0.1987,1896.0,2010.0,1977.4179,1978.1371,25.1675,-0.6653,-0.2706,20.8629,41.0,0.0054,0.8142,0.0003,0.8125,0.0002,0.874,4.1612,0.01
house,GarageYrBlt,501,0.0479,0.1887,1896.0,2010.0,1977.5314,1978.1371,25.0402,-0.7065,-0.1588,20.8629,41.0,0.0082,0.8162,0.0006,0.817,0.0006,0.8761,4.171,0.0101
house,YearBuilt,501,0.509,0.3415,1890.0,2009.0,1969.8496,1974.5,31.1311,-0.6211,-0.5639,24.5,48.75,0.0013,0.8184,0.0044,0.7935,0.0065,0.8604,4.1633,0.0094
house,YearBuilt,501,0.475,0.3232,1882.0,2009.0,1969.5285,1971.0,30.244,-0.6199,-0.3008,26.0,46.0,0.007,0.8063,0.0133,0.7971,0.0076,0.8612,4.2071,0.0095
house,YearBuilt,501,0.4032,0.301,1880.0,2009.0,1971.5686,1976.0,31.4993,-0.7306,-0.3124,25.0,47.5,0.0048,0.8305,0.0056,0.8224,0.0079,0.8847,4.1886,0.0087
house,YearBuilt,501,0.3513,0.2831,1880.0,2010.0,1970.4031,1972.0,31.0588,-0.6339,-0.4678,26.0,50.0,0.0019,0.8025,0.0148,0.8123,0.0112,0.8718,4.2185,0.0086
house,YearBuilt,501,0.2914,0.2563,1880.0,2009.0,1971.1746,1972.0,30.0041,-0.6272,-0.4318,26.0,46.0,0.0159,0.8077,0.0005,0.8091,0.0075,0.8626,4.1971,0.0091
house,YearBuilt,501,0.2295,0.228,1880.0,2010.0,1972.329,1975.0,30.3914,-0.6766,-0.3706,25.0,47.0,0.008,0.8251,0.0022,0.8333,0.0094,0.887,4.1483,0.0101
house,YearBuilt,501,0.1896,0.2365,1880.0,2010.0,1970.7463,1972.5,31.2405,-0.6761,-0.3253,26.0,48.0,0.008,0.8112,0.0059,0.8167,0.0073,0.8738,4.2497,0.0084
house,YearBuilt,501,0.1776,0.2257,1880.0,2010.0,1971.1335,1975.0,30.5258,-0.662,-0.3728,24.0,46.25,0.0003,0.8217,0.0029,0.8213,0.0017,0.8785,4.2303,0.009
house,YearBuilt,501,0.0958,0.2119,1880.0,2010.0,1970.83,1975.0,31.2603,-0.6534,-0.4345,25.0,49.0,0.0015,0.8142,0.0153,0.8125,0.0188,0.874,4.2382,0.0086
house,YearBuilt,501,0.0479,0.2013,1880.0,2010.0,1971.2348,1974.0,30.7761,-0.6751,-0.3847,25.0,47.0,0.0061,0.8162,0.0053,0.817,0.0012,0.8761,4.2418,0.0088
house,BsmtUnfSF,501,0.509,0.8211,0.0,2002.0,595.4472,533.0,452.9107,0.8264,0.1004,312.0,601.5,0.0003,0.4776,0.0019,0.3835,0.0025,0.544,5.1086,0.0004
house,BsmtUnfSF,501,0.475,0.8289,0.0,2002.0,570.2205,490.0,441.7163,0.847,0.2272,311.0,619.0,0.0021,0.5427,0.0015,0.4377,0.0006,0.5935,5.2033,0.0004
house,BsmtUnfSF,501,0.4032,0.8495,0.0,2002.0,621.1438,543.0,464.1943,0.7764,-0.1177,313.0,653.5,0.0059,0.5023,0.0015,0.4165,0.0055,0.5763,5.4048,0.0002
house,BsmtUnfSF,501,0.3513,0.8215,0.0,2002.0,575.84,474.0,437.9122,0.8489,0.0846,286.0,604.0,0.0034,0.5252,0.0116,0.4396,0.0164,0.6141,5.4224,0.0003
house,BsmtUnfSF,501,0.2914,0.8028,0.0,1907.0,549.0845,459.0,437.5347,0.9401,0.332,285.0,587.0,0.0134,0.5186,0.001,0.4104,0.0005,0.5723,5.4392,0.0002
house,BsmtUnfSF,501,0.2295,0.7824,0.0,2002.0,576.987,465.5,454.6569,0.9024,0.1319,279.0,596.5,0.0025,0.5106,0.0067,0.4127,0.0081,0.5767,5.4879,0.0002
house,BsmtUnfSF,501,0.1896,0.8054,0.0,2002.0,576.5837,479.5,443.9341,0.8887,0.2556,284.5,601.0,0.0003,0.5263,0.0009,0.4231,0.0003,0.5851,5.5691,0.0002
house,BsmtUnfSF,501,0.1776,0.8034,0.0,2002.0,582.5947,476.5,458.3764,0.9056,0.1655,287.0,595.75,0.0008,0.5123,0.0041,0.413,0.0068,0.5786,5.595,0.0002
house,BsmtUnfSF,501,0.0958,0.7748,0.0,2002.0,579.0971,474.0,457.5389,0.8908,0.1496,290.0,610.0,0.0227,0.5235,0.0063,0.4216,0.0077,0.5828,5.6109,0.0002
house,BsmtUnfSF,501,0.0479,0.7736,0.0,2002.0,571.9853,467.0,452.0818,0.8758,0.1451,293.0,614.0,0.0053,0.5126,0.0068,0.4124,0.0083,0.5736,5.6472,0.0002
house,OverallQual,501,0.509,0.0325,3.0,10.0,6.1626,6.0,1.3121,0.3354,-0.1176,1.0,2.0,0.007,0.6614,0.0065,0.6073,0.0072,0.6714,1.6528,1.67
house,OverallQual,501,0.475,0.0304,3.0,10.0,6.1369,6.0,1.2743,0.4813,-0.075,1.0,2.0,0.0232,0.6175,0.0112,0.561,0.0143,0.6234,1.6101,1.2949
house,OverallQual,501,0.4032,0.0268,3.0,10.0,6.214,6.0,1.3689,0.2911,-0.2569,1.0,2.0,0.0046,0.6005,0.0013,0.5527,0.0014,0.6197,1.7043,1.6258
house,OverallQual,501,0.3513,0.0246,3.0,10.0,6.2031,6.0,1.3526,0.3519,-0.2621,1.0,2.0,0.0137,0.646,0.0213,0.5699,0.0257,0.6354,1.6813,1.641
house,OverallQual,501,0.2914,0.0225,3.0,10.0,6.093,6.0,1.2978,0.3685,-0.0136,1.0,2.0,0.0094,0.6046,0.0066,0.5464,0.0076,0.6107,1.6481,1.605
house,OverallQual,501,0.2295,0.0207,3.0,10.0,6.1762,6.0,1.2957,0.2923,-0.1376,1.0,2.0,0.0049,0.6082,0.0002,0.5509,0.0,0.6344,1.6456,1.6355
house,OverallQual,501,0.1896,0.0197,3.0,10.0,6.17,6.0,1.3124,0.371,-0.2417,1.0,2.0,0.0091,0.6132,0.0033,0.5623,0.0037,0.6257,1.6508,1.6853
